x	y	r	P( r )	I	SINR	SINRdB	SC	Throughput
0.58	-0.29	0.64846	2.43648e-008	6.53565e-009	3.72797	5.71472	10.4057	7.9872
0.53	0.02	0.530377	5.12585e-008	5.33044e-009	9.61612	9.83	15.8237	11.9808
0.5	-0.84	0.977548	5.33604e-009	1.04635e-008	0.509966	-2.92459	2.76025	2.6624
0.41	-0.28	0.496488	6.54438e-008	5.17515e-009	12.6457	11.0194	17.5053	15.964
-0.27	0.64	0.694622	1.88912e-008	6.72589e-009	2.80872	4.48508	8.95749	7.9872
0.2	-0.12	0.233238	1.0712e-006	4.10531e-009	260.929	24.1652	37.2962	19.968
0.01	-0.56	0.560089	4.18965e-008	5.65e-009	7.41527	8.70127	14.2675	11.9808
-0.06	-0.76	0.762365	1.33884e-008	8.29726e-009	1.61358	2.07791	6.43513	5.3248
-0.46	0	0.46	8.68013e-008	4.92096e-009	17.6389	12.4647	19.594	15.964
0.1	-0.46	0.470744	7.96941e-008	5.00343e-009	15.9278	12.0216	18.949	15.964
-0.1	0.02	0.10198	2.28675e-005	3.9027e-009	5859.34	37.6785	58.1136	19.968
-0.2	-0.17	0.262488	6.9187e-007	4.17471e-009	165.727	22.1939	34.2705	19.968
-0.15	-0.8	0.813941	1.05084e-008	9.10496e-009	1.15413	0.62256	5.14014	3.9936
-0.12	0.77	0.779295	1.23434e-008	8.47837e-009	1.45586	1.6312	6.01821	5.3248
0.32	-0.02	0.320624	3.30022e-007	4.34056e-009	76.0315	18.8099	29.0985	19.968
-0.58	-0.16	0.601664	3.21454e-008	5.93761e-009	5.41383	7.33505	12.4484	11.9808
0.06	-0.5	0.503587	6.20946e-008	5.21748e-009	11.9012	10.7559	17.1295	15.964
-0.34	0.12	0.360555	2.13764e-007	4.48445e-009	47.6675	16.7822	26.0227	19.968
0.71	-0.34	0.78721	1.18903e-008	8.82629e-009	1.34714	1.29414	5.71492	5.3248
0.8	0.31	0.857963	8.64763e-009	1.03833e-008	0.832833	-0.794421	4.05821	3.9936
0.63	0.16	0.65	2.41519e-008	6.38852e-009	3.78049	5.77548	10.4797	7.9872
-0.19	0.78	0.802808	1.10578e-008	8.6455e-009	1.27901	1.06875	5.51762	5.3248
0.37	-0.11	0.386005	1.66087e-007	4.58507e-009	36.2231	15.5899	24.227	19.968
0.64	-0.17	0.662193	2.25469e-008	6.52998e-009	3.4528	5.38172	10.004	7.9872
0.15	-0.26	0.300167	4.21201e-007	4.27725e-009	98.4738	19.9332	30.8111	19.968
-0.16	0.65	0.669403	2.16614e-008	6.63682e-009	3.2638	5.13724	9.71351	7.9872
-0.29	-0.67	0.730068	1.57139e-008	7.10597e-009	2.21136	3.44659	7.81478	5.3248
0.36	0.24	0.432666	1.08884e-007	4.8073e-009	22.6495	13.5506	21.1888	19.968
0.45	0.17	0.481041	7.35627e-008	5.06988e-009	14.5096	11.6166	18.3629	15.964
-0.33	-0.12	0.351141	2.35748e-007	4.44924e-009	52.9857	17.2416	26.7173	19.968
0.1	0.46	0.470744	7.96941e-008	5.00343e-009	15.9278	12.0216	18.949	15.964
-0.05	-0.22	0.22561	1.21144e-006	4.08855e-009	296.298	24.7173	38.1446	19.968
-0.5	0.25	0.559017	4.21947e-008	5.63749e-009	7.48461	8.74169	14.3225	11.9808
0.16	0.64	0.659697	2.28642e-008	6.52311e-009	3.50508	5.44699	10.0822	7.9872
-0.17	0.27	0.319061	3.36044e-007	4.33547e-009	77.5098	18.8936	29.2259	19.968
0.52	0.42	0.668431	2.17781e-008	6.71857e-009	3.24147	5.10742	9.67833	7.9872
0	0.71	0.71	1.7421e-008	7.40457e-009	2.35273	3.71572	8.10335	7.9872
-0.47	-0.39	0.610737	3.04137e-008	6.07202e-009	5.00879	6.99733	12.0114	11.9808
0.58	0.27	0.639766	2.56125e-008	6.4223e-009	3.98804	6.00759	10.7643	10.6496
0.54	-0.09	0.547449	4.55889e-008	5.46543e-009	8.34127	9.21232	14.9668	11.9808
0.55	0.1	0.559017	4.21947e-008	5.55274e-009	7.59883	8.80747	14.4121	11.9808
-0.47	0.73	0.868217	8.27573e-009	8.8029e-009	0.94011	-0.268214	4.43921	3.9936
0.01	-0.75	0.750067	1.42187e-008	8.10687e-009	1.7539	2.44005	6.78543	5.3248
0.83	-0.07	0.832947	9.64821e-009	8.3736e-009	1.15221	0.615322	5.13416	3.9936
0.66	0.06	0.662722	2.24804e-008	6.38169e-009	3.52263	5.46867	10.1082	7.9872
0.25	-0.65	0.696419	1.87115e-008	6.78119e-009	2.7593	4.40799	8.87001	7.9872
0.03	-0.63	0.630714	2.69992e-008	6.33315e-009	4.26312	6.29728	11.1239	10.6496
0.05	0.54	0.54231	4.72079e-008	5.4987e-009	8.58521	9.33751	15.1395	11.9808
-0.18	-0.01	0.180278	2.77809e-006	4.00276e-009	694.035	28.4138	43.8329	19.968
-0.01	-0.36	0.360139	2.1468e-007	4.48487e-009	47.8672	16.8004	26.0501	19.968
-0.45	0.66	0.798812	1.12638e-008	7.88954e-009	1.42768	1.54632	5.94091	5.3248
0.46	0.54	0.709366	1.74787e-008	6.96318e-009	2.51015	3.997	8.41069	7.9872
-0.29	-0.8	0.850941	8.91462e-009	9.01499e-009	0.988862	-0.0486434	4.60545	3.9936
0.29	0.39	0.486004	7.0821e-008	5.06754e-009	13.9753	11.4536	18.1281	15.964
-0.5	0.1	0.509902	5.92965e-008	5.22222e-009	11.3546	10.5517	16.8395	15.964
0.49	-0.06	0.49366	6.68417e-008	5.11243e-009	13.0742	11.1642	17.7124	15.964
0.42	0.05	0.422966	1.18413e-007	4.74159e-009	24.9732	13.9747	21.8165	19.968
0.48	0.44	0.651153	2.3994e-008	6.45575e-009	3.71667	5.70154	10.3896	7.9872
-0.52	-0.43	0.674759	2.10319e-008	6.78616e-009	3.09922	4.91253	9.44984	7.9872
0.15	0.32	0.353412	2.30192e-007	4.4531e-009	51.692	17.1342	26.5549	19.968
-0.36	-0.52	0.632456	2.67251e-008	6.10394e-009	4.3783	6.41306	11.2689	10.6496
-0.28	-0.28	0.39598	1.51126e-007	4.62655e-009	32.6647	15.1408	23.554	19.968
0.68	0.15	0.696348	1.87186e-008	6.86349e-009	2.72726	4.35726	8.81267	7.9872
-0.13	0.02	0.131529	8.91959e-006	3.93363e-009	2267.5	33.5555	51.7563	19.968
0.52	0.55	0.756902	1.37494e-008	7.69662e-009	1.78641	2.51982	6.86404	5.3248
-0.01	0.3	0.300167	4.21201e-007	4.27966e-009	98.4183	19.9308	30.8074	19.968
0.6	-0.6	0.848528	9.00876e-009	9.47246e-009	0.951044	-0.217995	4.47686	3.9936
-0.18	0.63	0.65521	2.34489e-008	6.43969e-009	3.64129	5.61255	10.2817	7.9872
0.59	0.37	0.696419	1.87115e-008	7.18789e-009	2.60318	4.15504	8.5859	7.9872
0.66	0.41	0.776981	1.24799e-008	8.65176e-009	1.44246	1.59104	5.98156	5.3248
-0.22	0.48	0.528015	5.21121e-008	5.32061e-009	9.79431	9.90974	15.9352	11.9808
0.03	0.17	0.172627	3.26159e-006	3.99044e-009	817.343	29.124	44.9269	19.968
0.6	0.5	0.781025	1.22425e-008	8.46465e-009	1.4463	1.60259	5.99208	5.3248
-0.74	-0.05	0.741687	1.48222e-008	7.1847e-009	2.06301	3.14502	7.49799	5.3248
-0.56	0.17	0.585235	3.5613e-008	5.80733e-009	6.13237	7.87629	13.1596	11.9808
0.55	0.5	0.743303	1.47033e-008	7.6819e-009	1.91401	2.81944	7.16396	5.3248
0.01	0.51	0.510098	5.92122e-008	5.26915e-009	11.2375	10.5067	16.7757	15.964
0.45	-0.35	0.570088	3.92415e-008	5.71402e-009	6.86754	8.36801	13.8167	11.9808
-0.33	-0.18	0.375899	1.83218e-007	4.54755e-009	40.2889	16.0519	24.9214	19.968
0.08	-0.85	0.853756	8.80632e-009	1.05447e-008	0.835136	-0.782426	4.06662	3.9936
0.06	0.62	0.622896	2.82743e-008	6.23193e-009	4.53697	6.56766	11.4637	10.6496
0.49	0.4	0.632535	2.67127e-008	6.30012e-009	4.24001	6.27367	11.0944	10.6496
0.49	-0.71	0.86267	8.47431e-009	8.7996e-009	0.963029	-0.163607	4.51788	3.9936
0.36	-0.06	0.364966	2.04361e-007	4.49741e-009	45.4392	16.5743	25.7088	19.968
0.34	-0.17	0.380132	1.75782e-007	4.56478e-009	38.508	15.8555	24.6261	19.968
-0.86	0.07	0.862844	8.46799e-009	8.80444e-009	0.961782	-0.169233	4.51362	3.9936
-0.26	0.41	0.485489	7.10992e-008	5.05973e-009	14.0519	11.4773	18.1623	15.964
-0.42	0.4	0.58	3.68168e-008	5.75902e-009	6.39286	8.05695	13.3999	11.9808
-0.73	-0.15	0.745252	1.45616e-008	7.45437e-009	1.95342	2.90796	7.25394	5.3248
-0.3	0.35	0.460977	8.61224e-008	4.93576e-009	17.4485	12.4176	19.5252	15.964
0.05	-0.25	0.254951	7.7062e-007	4.15582e-009	185.43	22.6818	35.0187	19.968
0.34	0.47	0.580086	3.67966e-008	5.68645e-009	6.47089	8.10964	13.4702	11.9808
0.34	-0.41	0.532635	5.04592e-008	5.3645e-009	9.40607	9.73408	15.6899	11.9808
-0.39	0.01	0.390128	1.59685e-007	4.5954e-009	34.7485	15.4094	23.9563	19.968
-0.87	0.12	0.878237	7.93171e-009	9.29018e-009	0.85377	-0.68659	4.13429	3.9936
0.04	-0.18	0.184391	2.55561e-006	4.00974e-009	637.344	28.0437	43.263	19.968
0.26	0.21	0.334215	2.83029e-007	4.38904e-009	64.4849	18.0946	28.0108	19.968
-0.31	0.81	0.867295	8.30832e-009	9.21199e-009	0.901899	-0.448419	4.30598	3.9936
0.29	0.33	0.439318	1.02908e-007	4.8248e-009	21.3288	13.2897	20.8039	19.968
0.25	-0.45	0.514782	5.72434e-008	5.23151e-009	10.942	10.391	16.612	15.964
-0.7	0.4	0.806226	1.08853e-008	9.35455e-009	1.16363	0.658158	5.16961	3.9936
0.72	-0.45	0.849058	8.98796e-009	1.05511e-008	0.851851	-0.696364	4.12735	3.9936
-0.07	0.64	0.643817	2.50213e-008	6.45839e-009	3.87421	5.88183	10.6097	7.9872
0.3	0.69	0.752396	1.40565e-008	7.36796e-009	1.90778	2.80528	7.14962	5.3248
0.61	-0.62	0.86977	8.22117e-009	9.90012e-009	0.830407	-0.807088	4.04934	3.9936
-0.33	0.36	0.488365	6.95627e-008	5.09393e-009	13.6559	11.3532	17.9837	15.964
0.74	0.1	0.746726	1.44555e-008	7.33362e-009	1.97112	2.94712	7.29395	5.3248
0.54	0.77	0.940479	6.15657e-009	1.01126e-008	0.608799	-2.15526	3.18493	2.6624
0	0.75	0.75	1.42234e-008	8.10702e-009	1.75445	2.4414	6.78675	5.3248
0.14	0.24	0.277849	5.60581e-007	4.21405e-009	133.025	21.2393	32.8081	19.968
-0.26	-0.22	0.340588	2.63926e-007	4.41104e-009	59.8326	17.7694	27.5172	19.968
0.12	0.43	0.44643	9.69709e-008	4.86522e-009	19.9313	12.9954	20.3709	19.968
-0.35	-0.35	0.494975	6.6187e-008	5.14059e-009	12.8753	11.0976	17.6171	15.964
0.09	-0.4	0.41	1.32871e-007	4.69085e-009	28.3253	14.5217	22.6296	19.968
-0.22	-0.59	0.629682	2.71632e-008	6.1243e-009	4.43528	6.46921	11.3395	10.6496
0.16	-0.44	0.468188	8.13158e-008	4.97379e-009	16.3488	12.1348	19.1135	15.964
0.37	-0.49	0.614003	2.98194e-008	5.96371e-009	5.0001	6.98979	12.0017	11.9808
-0.31	-0.52	0.605392	3.14191e-008	5.86651e-009	5.35563	7.2881	12.3873	11.9808
-0.43	-0.62	0.75452	1.39107e-008	7.34978e-009	1.89266	2.77072	7.11469	5.3248
0.05	-0.3	0.304138	4.01206e-007	4.29116e-009	93.4952	19.7079	30.4672	19.968
0.08	-0.18	0.196977	2.00166e-006	4.03184e-009	496.46	26.9588	41.5927	19.968
0.12	-0.86	0.868332	8.27167e-009	1.07847e-008	0.766981	-1.15215	3.81312	2.6624
-0.08	0.57	0.575587	3.78722e-008	5.76059e-009	6.57431	8.1785	13.5623	11.9808
-0.04	-0.57	0.571402	3.89086e-008	5.74154e-009	6.77664	8.31015	13.7389	11.9808
-0.36	0.2	0.411825	1.30705e-007	4.70576e-009	27.7753	14.4366	22.5028	19.968
0.57	0.02	0.570351	3.91746e-008	5.603e-009	6.99166	8.44581	13.9216	11.9808
0.14	0.53	0.548179	4.53647e-008	5.50063e-009	8.24711	9.16302	14.8989	11.9808
-0.23	-0.61	0.65192	2.38897e-008	6.32968e-009	3.77421	5.76826	10.4709	7.9872
-0.26	-0.3	0.396989	1.4971e-007	4.62808e-009	32.3479	15.0985	23.4907	19.968
0.51	-0.11	0.521728	5.44737e-008	5.30161e-009	10.2749	10.1178	16.227	15.964
-0.38	-0.32	0.49679	6.52967e-008	5.1656e-009	12.6406	11.0177	17.5028	15.964
-0.48	-0.44	0.651153	2.3994e-008	6.45575e-009	3.71667	5.70154	10.3896	7.9872
0.54	-0.39	0.666108	2.20605e-008	6.73348e-009	3.27622	5.15373	9.73298	7.9872
-0.5	-0.8	0.943398	6.08637e-009	9.93937e-009	0.612348	-2.13002	3.19968	2.6624
0.8	0.22	0.829699	9.78869e-009	9.10736e-009	1.07481	0.313299	4.88882	3.9936
0.51	0.47	0.693542	1.90004e-008	6.9579e-009	2.73074	4.36281	8.81893	7.9872
-0.09	0.41	0.419762	1.21792e-007	4.73673e-009	25.7121	14.1014	22.0044	19.968
-0.57	-0.26	0.626498	2.76775e-008	6.27099e-009	4.41355	6.44788	11.3127	10.6496
0.4	-0.51	0.648151	2.44077e-008	6.27741e-009	3.88816	5.89744	10.6289	7.9872
0.07	-0.16	0.174642	3.12446e-006	3.9936e-009	782.361	28.9341	44.6343	19.968
-0.65	-0.09	0.656201	2.33181e-008	6.35088e-009	3.67161	5.64857	10.3253	7.9872
-0.15	0.52	0.541202	4.75663e-008	5.44306e-009	8.73883	9.41453	15.246	11.9808
0.35	0.31	0.467547	8.17292e-008	4.98662e-009	16.3896	12.1457	19.1293	15.964
0.52	0.67	0.848116	9.02498e-009	8.77818e-009	1.02811	0.120403	4.73635	3.9936
-0.4	-0.27	0.482597	7.26886e-008	5.08752e-009	14.2875	11.5496	18.2663	15.964
0.14	0.19	0.236008	1.02541e-006	4.111e-009	249.429	23.9695	36.9955	19.968
-0.23	0.09	0.246982	8.66702e-007	4.1367e-009	209.513	23.2121	35.8325	19.968
0.1	-0.2	0.223607	1.25209e-006	4.08407e-009	306.576	24.8654	38.3723	19.968
-0.7	0.28	0.753923	1.39515e-008	8.02294e-009	1.73894	2.40284	6.74894	5.3248
-0.29	-0.21	0.35805	2.1935e-007	4.47623e-009	49.0028	16.9022	26.204	19.968
-0.55	0.73	0.914002	6.84266e-009	9.8455e-009	0.695001	-1.58014	3.53454	2.6624
-0.17	0.73	0.749533	1.42562e-008	7.74495e-009	1.8407	2.64983	6.99329	5.3248
-0.13	0.73	0.741485	1.48372e-008	7.73779e-009	1.91749	2.82732	7.17194	5.3248
-0.17	0.36	0.398121	1.48141e-007	4.62971e-009	31.9977	15.0512	23.4199	19.968
-0.57	0.03	0.570789	3.90634e-008	5.60803e-009	6.96558	8.42957	13.8997	11.9808
0.23	0.81	0.842021	9.26903e-009	9.24387e-009	1.00272	0.0117867	4.65195	3.9936
-0.2	-0.06	0.208806	1.61317e-006	4.05427e-009	397.89	25.9976	40.1136	19.968
-0.03	0.35	0.351283	2.35395e-007	4.45097e-009	52.8858	17.2334	26.7049	19.968
-0.83	0.03	0.830542	9.75197e-009	8.25589e-009	1.18121	0.72326	5.2238	3.9936
0.36	-0.11	0.376431	1.82262e-007	4.54588e-009	40.0935	16.0307	24.8896	19.968
-0.81	-0.19	0.831986	9.6895e-009	8.95253e-009	1.08231	0.343537	4.91302	3.9936
-0.46	-0.8	0.922822	6.6038e-009	9.5715e-009	0.689942	-1.61188	3.51452	2.6624
0.18	0.53	0.559732	4.19956e-008	5.56335e-009	7.54856	8.77864	14.3728	11.9808
0.26	-0.38	0.460435	8.64985e-008	4.92502e-009	17.563	12.446	19.5666	15.964
-0.73	0.32	0.797057	1.13558e-008	8.97879e-009	1.26474	1.02	5.47552	5.3248
0.81	0.05	0.811542	1.06238e-008	8.03577e-009	1.32206	1.2125	5.64295	5.3248
0.54	-0.09	0.547449	4.55889e-008	5.46543e-009	8.34127	9.21232	14.9668	11.9808
0.55	-0.43	0.69814	1.85414e-008	7.13083e-009	2.60016	4.14999	8.58027	7.9872
0.54	-0.57	0.785175	1.20048e-008	8.14018e-009	1.47475	1.68718	6.06952	5.3248
-0.05	-0.64	0.64195	2.52915e-008	6.45182e-009	3.92004	5.93291	10.6724	10.6496
-0.78	-0.3	0.835703	9.53097e-009	9.75943e-009	0.976588	-0.102888	4.56398	3.9936
0.36	-0.4	0.538145	4.85739e-008	5.41212e-009	8.97495	9.53032	15.4064	11.9808
-0.36	-0.68	0.769415	1.294e-008	7.48206e-009	1.72946	2.37912	6.72572	5.3248
-0.37	0.74	0.827345	9.89211e-009	8.24549e-009	1.19969	0.790708	5.28034	3.9936
0	0.61	0.61	3.05499e-008	6.11545e-009	4.99549	6.98578	11.9966	11.9808
-0.69	0.1	0.697209	1.86332e-008	6.77483e-009	2.75034	4.39387	8.85403	7.9872
-0.32	-0.84	0.898888	7.27812e-009	9.81751e-009	0.741337	-1.29984	3.71519	2.6624
0.01	-0.67	0.670075	2.15811e-008	6.82041e-009	3.16418	5.00261	9.55515	7.9872
0.22	-0.16	0.272029	6.06249e-007	4.19974e-009	144.353	21.5943	33.3516	19.968
0.37	0.07	0.376563	1.82024e-007	4.54325e-009	40.0644	16.0276	24.8849	19.968
0.24	-0.04	0.243311	9.16083e-007	4.12769e-009	221.934	23.4622	36.2165	19.968
0.27	-0.44	0.516236	5.66487e-008	5.24075e-009	10.8092	10.3379	16.5371	15.964
-0.71	0.27	0.759605	1.35692e-008	8.08795e-009	1.6777	2.24714	6.59747	5.3248
0.53	-0.62	0.815659	1.04267e-008	8.44684e-009	1.23439	0.914512	5.38515	5.3248
0.39	-0.78	0.872067	8.14135e-009	8.88478e-009	0.916321	-0.379523	4.35658	3.9936
-0.68	-0.32	0.751532	1.41164e-008	8.08043e-009	1.74698	2.42288	6.76858	5.3248
0.86	-0.01	0.860058	8.56993e-009	8.64331e-009	0.991505	-0.037049	4.61435	3.9936
-0.66	0.18	0.684105	1.99883e-008	6.78894e-009	2.94422	4.68971	9.19165	7.9872
-0.69	0.07	0.693542	1.90004e-008	6.69305e-009	2.8388	4.53135	9.01019	7.9872
0.44	-0.25	0.506063	6.09779e-008	5.24175e-009	11.633	10.6569	16.9888	15.964
-0.59	0.4	0.712811	1.71682e-008	7.42095e-009	2.31346	3.64262	8.02443	7.9872
-0.68	-0.47	0.82662	9.92428e-009	9.79485e-009	1.01321	0.056992	4.68695	3.9936
-0.16	-0.65	0.669403	2.16614e-008	6.63682e-009	3.2638	5.13724	9.71351	7.9872
0.56	-0.43	0.706045	1.77848e-008	7.25633e-009	2.45092	3.8933	8.29671	7.9872
0.79	-0.01	0.790063	1.17322e-008	7.72019e-009	1.51968	1.81751	6.19003	5.3248
0.52	-0.8	0.954149	5.83647e-009	1.01751e-008	0.573604	-2.41388	3.03676	2.6624
0.47	0.56	0.731095	1.56324e-008	7.21326e-009	2.16717	3.35893	7.72197	5.3248
0.28	-0.37	0.464004	8.40618e-008	4.94676e-009	16.9932	12.3027	19.3578	15.964
0.51	0.6	0.787464	1.18762e-008	7.99633e-009	1.48519	1.71783	6.09774	5.3248
-0.72	-0.28	0.772528	1.27481e-008	8.34989e-009	1.52674	1.83764	6.20877	5.3248
0.09	-0.82	0.824924	9.99995e-009	9.66652e-009	1.03449	0.147262	4.75738	3.9936
0.72	0.17	0.739797	1.49628e-008	7.44651e-009	2.00936	3.03058	7.37962	5.3248
-0.29	0.13	0.317805	3.40985e-007	4.33456e-009	78.6658	18.9579	29.3238	19.968
0.64	0.16	0.659697	2.28642e-008	6.48705e-009	3.52457	5.47106	10.1111	7.9872
-0.29	-0.8	0.850941	8.91462e-009	9.01499e-009	0.988862	-0.0486434	4.60545	3.9936
-0.04	-0.49	0.49163	6.78685e-008	5.14343e-009	13.1951	11.2041	17.7697	15.964
-0.13	0.19	0.230217	1.12414e-006	4.09821e-009	274.297	24.3822	37.6296	19.968
0.16	0.62	0.640312	2.55317e-008	6.30911e-009	4.04677	6.07109	10.8428	10.6496
0.3	0.47	0.557584	4.25973e-008	5.51331e-009	7.7262	8.87966	14.5106	11.9808
0.92	0.02	0.920217	6.67322e-009	9.54492e-009	0.699135	-1.55439	3.55086	2.6624
0.54	-0.52	0.749667	1.42468e-008	7.71092e-009	1.84761	2.6661	7.00956	5.3248
-0.23	-0.81	0.842021	9.26903e-009	9.24387e-009	1.00272	0.0117867	4.65195	3.9936
0.12	0.16	0.2	1.89199e-006	4.03741e-009	468.611	26.7081	41.2069	19.968
0.25	-0.49	0.550091	4.4784e-008	5.46231e-009	8.19866	9.13743	14.8638	11.9808
0.1	0.86	0.865794	8.36171e-009	1.08286e-008	0.772187	-1.12277	3.83282	2.6624
-0.54	0.44	0.696563	1.86972e-008	7.08354e-009	2.63951	4.21524	8.6531	7.9872
0.49	0.56	0.74411	1.46444e-008	7.42235e-009	1.97301	2.95129	7.29821	5.3248
-0.54	0.3	0.617738	2.91578e-008	6.19597e-009	4.7059	6.72643	11.665	10.6496
0.21	0.75	0.778845	1.23697e-008	8.09008e-009	1.52899	1.84406	6.21476	5.3248
-0.07	-0.27	0.278927	5.52609e-007	4.21779e-009	131.017	21.1733	32.707	19.968
0.72	0.36	0.804984	1.09475e-008	9.27491e-009	1.18033	0.720047	5.22112	3.9936
0.74	0.06	0.742428	1.47675e-008	7.20652e-009	2.04918	3.1158	7.46767	5.3248
-0.3	0.24	0.384187	1.69013e-007	4.58002e-009	36.902	15.6705	24.3481	19.968
0.68	-0.23	0.717844	1.6727e-008	7.32954e-009	2.28213	3.5834	7.96079	5.3248
0.35	-0.14	0.376962	1.81314e-007	4.55025e-009	39.8467	16.0039	24.8493	19.968
-0.43	0.81	0.917061	6.75861e-009	9.51863e-009	0.710037	-1.48719	3.5937	2.6624
-0.54	-0.49	0.729178	1.57851e-008	7.46659e-009	2.11408	3.25122	7.60875	5.3248
0.55	0.26	0.608358	3.0856e-008	6.08605e-009	5.06992	7.05001	12.0792	11.9808
-0.22	0.57	0.610983	3.03685e-008	5.95363e-009	5.1008	7.07638	12.1132	11.9808
-0.33	-0.35	0.481041	7.35627e-008	5.05298e-009	14.5582	11.6311	18.3839	15.964
0.08	-0.31	0.320156	3.31811e-007	4.34084e-009	76.4387	18.8331	29.1338	19.968
-0.24	-0.26	0.353836	2.29172e-007	4.45677e-009	51.4207	17.1114	26.5203	19.968
-0.54	-0.74	0.916079	6.78545e-009	9.78813e-009	0.69323	-1.59123	3.52754	2.6624
0.64	0.25	0.687095	1.96683e-008	6.96479e-009	2.82395	4.50857	8.98422	7.9872
-0.51	0.34	0.612944	3.00105e-008	6.1378e-009	4.88943	6.89259	11.877	10.6496
0.89	-0.02	0.890225	7.54365e-009	9.08817e-009	0.830048	-0.80897	4.04802	3.9936
0.77	-0.01	0.770065	1.28997e-008	7.47938e-009	1.72469	2.36711	6.714	5.3248
0.22	0.13	0.255539	7.64083e-007	4.15755e-009	183.78	22.643	34.9592	19.968
0.06	-0.37	0.374833	1.85152e-007	4.54118e-009	40.7715	16.1036	24.9992	19.968
0.5	-0.44	0.666033	2.20697e-008	6.64637e-009	3.32054	5.21209	9.80206	7.9872
0.37	0.72	0.809506	1.0723e-008	7.99167e-009	1.34176	1.27676	5.69955	5.3248
-0.14	0.54	0.557853	4.25213e-008	5.57504e-009	7.62704	8.82356	14.434	11.9808
0.06	0.13	0.143178	6.51606e-006	3.94807e-009	1650.43	32.176	49.6298	19.968
0.4	-0.24	0.466476	8.24254e-008	4.99264e-009	16.5093	12.1773	19.1752	15.964
0.45	-0.04	0.451774	9.27941e-008	4.88083e-009	19.0118	12.7902	20.0701	19.968
0.11	-0.84	0.847172	9.06224e-009	1.01948e-008	0.888902	-0.511463	4.26004	3.9936
0.9	0.09	0.904489	7.11276e-009	9.54684e-009	0.745035	-1.27823	3.7294	2.6624
0.41	0.12	0.4272	1.14128e-007	4.77116e-009	23.9203	13.7877	21.5394	19.968
-0.36	0.32	0.481664	7.32112e-008	5.06863e-009	14.4439	11.5968	18.3345	15.964
-0.54	-0.34	0.638122	2.58574e-008	6.41945e-009	4.02796	6.05085	10.8177	10.6496
-0.37	0.55	0.662873	2.24615e-008	6.37207e-009	3.52497	5.47156	10.1117	7.9872
0.34	0.48	0.588218	3.49494e-008	5.7458e-009	6.08255	7.84086	13.1127	11.9808
-0.85	0.2	0.873212	8.10189e-009	9.81117e-009	0.825779	-0.83136	4.03238	3.9936
-0.7	0.35	0.782624	1.21502e-008	8.7492e-009	1.38872	1.42613	5.83252	5.3248
-0.21	-0.33	0.391152	1.58143e-007	4.59978e-009	34.3803	15.3631	23.8869	19.968
0.49	-0.71	0.86267	8.47431e-009	8.7996e-009	0.963029	-0.163607	4.51788	3.9936
0.62	0.02	0.620322	2.87108e-008	5.98888e-009	4.79399	6.80697	11.7676	10.6496
0.18	0.06	0.189737	2.29917e-006	4.01898e-009	572.072	27.5745	42.5405	19.968
0.16	-0.03	0.162788	4.05252e-006	3.97532e-009	1019.41	30.0835	46.405	19.968
-0.7	-0.47	0.843149	9.22326e-009	1.03031e-008	0.89519	-0.480849	4.2823	3.9936
0.31	0.55	0.631348	2.6899e-008	6.07904e-009	4.42485	6.45898	11.3266	10.6496
-0.24	-0.06	0.247386	8.6147e-007	4.13739e-009	208.214	23.1851	35.791	19.968
0.19	0.19	0.268701	6.34507e-007	4.19045e-009	151.416	21.8017	33.6694	19.968
0.31	-0.31	0.438406	1.03702e-007	4.82507e-009	21.4921	13.3228	20.8527	19.968
-0.62	-0.13	0.633482	2.65651e-008	6.18813e-009	4.29289	6.3275	11.1617	10.6496
0.18	0.05	0.186815	2.43502e-006	4.01387e-009	606.646	27.8293	42.9329	19.968
-0.49	-0.2	0.529245	5.16655e-008	5.39311e-009	9.57985	9.81359	15.8008	11.9808
0.4	0.46	0.60959	3.0626e-008	5.96188e-009	5.13693	7.10704	12.1528	11.9808
0.41	0.44	0.601415	3.21948e-008	5.91079e-009	5.44675	7.36137	12.4827	11.9808
0.46	-0.47	0.657647	2.31289e-008	6.47152e-009	3.57394	5.53147	10.1838	7.9872
-0.5	0.55	0.743303	1.47033e-008	7.45433e-009	1.97244	2.95004	7.29694	5.3248
0.73	0.24	0.76844	1.30009e-008	8.12487e-009	1.60013	2.04155	6.40056	5.3248
0.18	-0.05	0.186815	2.43502e-006	4.01387e-009	606.646	27.8293	42.9329	19.968
0.17	-0.09	0.192354	2.18553e-006	4.02365e-009	543.165	27.3493	42.1938	19.968
0.03	-0.43	0.431045	1.10407e-007	4.79892e-009	23.0064	13.6185	21.2891	19.968
-0.54	0.61	0.814678	1.04733e-008	8.50202e-009	1.23185	0.90558	5.37754	5.3248
0.06	-0.18	0.189737	2.29917e-006	4.01892e-009	572.08	27.5746	42.5406	19.968
0.66	0.13	0.672681	2.12733e-008	6.56998e-009	3.23794	5.10269	9.67276	7.9872
-0.5	-0.43	0.659469	2.28934e-008	6.58071e-009	3.47884	5.41434	10.0431	7.9872
0.81	-0.26	0.850706	8.92374e-009	9.82995e-009	0.907808	-0.420061	4.32675	3.9936
0.06	-0.72	0.722496	1.6332e-008	7.56823e-009	2.15796	3.34043	7.70246	5.3248
0.62	-0.63	0.883912	7.74492e-009	1.02422e-008	0.756172	-1.2138	3.77201	2.6624
