x	y	r	P( r )	I	SINR	SINRdB	SC	Throughput
0.3	-0.01	0.300167	4.21201e-007	4.27727e-009	98.4733	19.9332	30.8111	19.968
-0.13	0.59	0.604152	3.16583e-008	5.98213e-009	5.29212	7.23629	12.32	11.9808
-0.26	0.47	0.537122	4.89171e-008	5.37342e-009	9.10346	9.59207	15.4922	11.9808
0.07	-0.3	0.308058	3.82638e-007	4.30272e-009	88.9284	19.4904	30.1354	19.968
0.07	-0.56	0.564358	4.07359e-008	5.66944e-009	7.18513	8.56434	14.0818	11.9808
-0.46	0.81	0.931504	6.37891e-009	9.70905e-009	0.657003	-1.82432	3.38268	2.6624
-0.35	-0.69	0.773692	1.26773e-008	7.54739e-009	1.67969	2.25228	6.60244	5.3248
-0.66	0.19	0.686804	1.96992e-008	6.84111e-009	2.87951	4.59319	9.08085	7.9872
0.16	0.26	0.305287	3.95649e-007	4.2926e-009	92.1693	19.6459	30.3726	19.968
-0.32	-0.03	0.321403	3.27073e-007	4.34322e-009	75.3058	18.7683	29.0351	19.968
-0.65	0.12	0.660984	2.26999e-008	6.43651e-009	3.52671	5.4737	10.1143	7.9872
-0.61	-0.41	0.734983	1.53287e-008	7.79569e-009	1.96629	2.93647	7.28306	5.3248
-0.35	-0.13	0.373363	1.87864e-007	4.53507e-009	41.4244	16.1726	25.1031	19.968
0.34	-0.57	0.663702	2.23579e-008	6.36523e-009	3.51247	5.45613	10.0932	7.9872
0.42	-0.54	0.684105	1.99883e-008	6.62896e-009	3.01528	4.79327	9.31125	7.9872
0.67	0.48	0.824197	1.00327e-008	9.68261e-009	1.03615	0.154221	4.76284	3.9936
0.3	-0.67	0.734098	1.53971e-008	7.13621e-009	2.1576	3.3397	7.70169	5.3248
0.71	-0.15	0.725672	1.60691e-008	7.20828e-009	2.22924	3.48157	7.85197	5.3248
0.57	0.09	0.577062	3.75153e-008	5.68031e-009	6.6044	8.19833	13.5889	11.9808
0.27	-0.04	0.272947	5.98744e-007	4.2012e-009	142.516	21.5386	33.2664	19.968
0.36	-0.27	0.45	9.41551e-008	4.89606e-009	19.2306	12.8399	20.1429	19.968
-0.38	0.6	0.710211	1.74019e-008	6.82625e-009	2.54925	4.06412	8.48488	7.9872
0.19	0.52	0.553624	4.37355e-008	5.51158e-009	7.93514	8.99555	14.6691	11.9808
0.52	-0.8	0.954149	5.83647e-009	1.01751e-008	0.573604	-2.41388	3.03676	2.6624
0.06	0.57	0.573149	3.84715e-008	5.74941e-009	6.69135	8.25514	13.665	11.9808
-0.41	-0.78	0.881192	7.83373e-009	8.9781e-009	0.872533	-0.59218	4.20175	3.9936
-0.51	-0.51	0.721249	1.64367e-008	7.25519e-009	2.2655	3.55164	7.92677	5.3248
-0.44	-0.7	0.826801	9.91622e-009	8.20718e-009	1.20823	0.821503	5.30628	3.9936
0.5	-0.27	0.568243	3.9715e-008	5.71903e-009	6.9443	8.41629	13.8818	11.9808
-0.23	-0.12	0.259422	7.22607e-007	4.16721e-009	173.401	22.3905	34.572	19.968
0.05	0.4	0.403113	1.41466e-007	4.66338e-009	30.3352	14.8195	23.0737	19.968
-0.71	0.43	0.83006	9.77292e-009	9.99294e-009	0.977979	-0.0967066	4.5687	3.9936
0.43	0.49	0.65192	2.38897e-008	6.35878e-009	3.75694	5.74834	10.4466	7.9872
0.41	0.13	0.430116	1.11292e-007	4.78691e-009	23.249	13.664	21.3565	19.968
-0.82	-0.18	0.839524	9.37148e-009	9.02055e-009	1.0389	0.165734	4.77188	3.9936
-0.11	0.38	0.395601	1.51663e-007	4.6241e-009	32.798	15.1585	23.5804	19.968
0.33	0.35	0.481041	7.35627e-008	5.05298e-009	14.5582	11.6311	18.3839	15.964
0.09	0.18	0.201246	1.84901e-006	4.03971e-009	457.703	26.6058	41.0494	19.968
-0.06	0.21	0.218403	1.36606e-006	4.07343e-009	335.356	25.2551	38.9714	19.968
-0.2	0.65	0.680074	2.04302e-008	6.68741e-009	3.05501	4.85013	9.3772	7.9872
-0.44	-0.4	0.594643	3.35724e-008	5.89704e-009	5.69306	7.55346	12.7338	11.9808
-0.51	0.66	0.834086	9.59952e-009	8.54673e-009	1.12318	0.504474	5.04318	3.9936
-0.94	0.09	0.944299	6.06492e-009	1.02282e-008	0.59296	-2.26975	3.11865	2.6624
0.22	0.82	0.848999	8.99027e-009	9.48085e-009	0.948252	-0.230762	4.46727	3.9936
-0.7	0.18	0.722772	1.63089e-008	7.2558e-009	2.24769	3.51737	7.89014	5.3248
0.46	-0.84	0.957706	5.75667e-009	1.01477e-008	0.567289	-2.46196	3.00983	2.6624
-0.81	-0.05	0.811542	1.06238e-008	8.03577e-009	1.32206	1.2125	5.64295	5.3248
-0.72	0.37	0.809506	1.0723e-008	9.40529e-009	1.1401	0.569415	5.09635	3.9936
-0.13	-0.18	0.222036	1.28518e-006	4.08081e-009	314.929	24.9821	38.5518	19.968
0	0.33	0.33	2.96639e-007	4.37549e-009	67.7951	18.312	28.3411	19.968
-0.12	0.45	0.465725	8.29182e-008	4.96981e-009	16.6843	12.2231	19.2418	15.964
0.71	0.04	0.711126	1.73192e-008	6.84337e-009	2.53079	4.03255	8.44995	7.9872
0.66	0.34	0.742428	1.47675e-008	7.94657e-009	1.85834	2.69126	7.03476	5.3248
-0.25	-0.24	0.346554	2.475e-007	4.43136e-009	55.8515	17.4703	27.0638	19.968
-0.33	-0.32	0.459674	8.70294e-008	4.93802e-009	17.6242	12.4611	19.5887	15.964
0.46	0.23	0.514296	5.74437e-008	5.2963e-009	10.8459	10.3527	16.5579	15.964
0.38	0.45	0.588982	3.47818e-008	5.78234e-009	6.01513	7.79245	13.0486	11.9808
0.09	-0.8	0.805047	1.09444e-008	9.16112e-009	1.19465	0.772418	5.26497	3.9936
-0.46	-0.6	0.756042	1.38073e-008	7.44254e-009	1.85518	2.68386	7.02734	5.3248
0.04	0.63	0.631269	2.69115e-008	6.33516e-009	4.24793	6.28177	11.1045	10.6496
-0.74	0.08	0.744312	1.46298e-008	7.2621e-009	2.01452	3.04173	7.39111	5.3248
-0.73	-0.19	0.754321	1.39243e-008	7.71399e-009	1.80506	2.56491	6.90871	5.3248
0.01	0.82	0.820061	1.02211e-008	9.71755e-009	1.05182	0.219409	4.81419	3.9936
-0.2	-0.6	0.632456	2.67251e-008	6.17475e-009	4.32809	6.36297	11.2061	10.6496
-0.61	0.15	0.628172	2.74056e-008	6.16412e-009	4.44596	6.47965	11.3526	10.6496
-0.74	-0.22	0.77201	1.27798e-008	8.09992e-009	1.57776	1.98042	6.3427	5.3248
0.14	-0.03	0.143178	6.51606e-006	3.94808e-009	1650.42	32.176	49.6298	19.968
-0.48	0.36	0.6	3.24766e-008	5.9906e-009	5.42122	7.34097	12.4561	11.9808
-0.5	0.38	0.628013	2.74313e-008	6.27266e-009	4.37313	6.40792	11.2625	10.6496
-0.88	-0.17	0.89627	7.35709e-009	1.00037e-008	0.735431	-1.33458	3.69244	2.6624
0.84	0.1	0.845931	9.1115e-009	8.67202e-009	1.05067	0.214675	4.81045	3.9936
-0.31	-0.29	0.4245	1.16838e-007	4.75872e-009	24.5522	13.9009	21.7071	19.968
-0.05	0.62	0.622013	2.84232e-008	6.22847e-009	4.5634	6.59288	11.4956	10.6496
0.49	-0.29	0.569386	3.94208e-008	5.72982e-009	6.8799	8.37582	13.8273	11.9808
0.56	0.18	0.588218	3.49494e-008	5.84097e-009	5.98344	7.76951	13.0183	11.9808
-0.23	0.42	0.478853	7.48139e-008	5.02221e-009	14.8965	11.7308	18.528	15.964
0.56	0.04	0.561427	4.15284e-008	5.5436e-009	7.49119	8.74551	14.3277	11.9808
-0.36	-0.5	0.616117	2.94426e-008	5.97201e-009	4.93007	6.92853	11.9231	10.6496
-0.62	-0.03	0.620725	2.86419e-008	5.99493e-009	4.77766	6.79215	11.7487	10.6496
0.6	0.51	0.787464	1.18762e-008	8.56175e-009	1.38711	1.42111	5.82802	5.3248
0.23	-0.85	0.880568	7.8543e-009	1.0205e-008	0.769647	-1.13709	3.82321	2.6624
-0.62	-0.56	0.835464	9.54108e-009	9.47351e-009	1.00713	0.030848	4.66669	3.9936
-0.52	0.83	0.979439	5.29803e-009	1.0546e-008	0.502372	-2.98974	2.72648	2.6624
0.07	0.17	0.183848	2.58365e-006	4.00876e-009	644.496	28.0922	43.3377	19.968
-0.75	0.22	0.781601	1.22091e-008	8.25548e-009	1.47891	1.69941	6.08077	5.3248
-0.68	0.46	0.820975	1.01791e-008	9.66617e-009	1.05306	0.224533	4.81825	3.9936
-0.91	-0.1	0.915478	6.80194e-009	9.79313e-009	0.694559	-1.58291	3.5328	2.6624
-0.81	0.21	0.83678	9.48569e-009	9.17394e-009	1.03398	0.145116	4.7557	3.9936
-0.13	0.36	0.382753	1.71368e-007	4.56798e-009	37.5148	15.742	24.4555	19.968
-0.06	0.31	0.315753	3.49256e-007	4.32727e-009	80.7098	19.0693	29.4935	19.968
0.32	-0.67	0.742496	1.47626e-008	7.20423e-009	2.04914	3.11572	7.46759	5.3248
-0.03	0.04	0.05	0.000319552	3.86764e-009	82621.1	49.1709	75.8375	19.968
0.05	0.06	0.0781025	6.13578e-005	3.88357e-009	15799.2	41.9863	64.757	19.968
-0.4	-0.59	0.712811	1.71682e-008	6.87159e-009	2.49841	3.97664	8.38825	7.9872
0.72	-0.38	0.814125	1.04996e-008	9.53875e-009	1.10073	0.416794	4.97198	3.9936
0.26	0.41	0.485489	7.10992e-008	5.05973e-009	14.0519	11.4773	18.1623	15.964
0.77	-0.09	0.775242	1.25838e-008	7.66029e-009	1.64272	2.15565	6.50941	5.3248
0.28	-0.15	0.317648	3.41611e-007	4.33434e-009	78.8142	18.966	29.3362	19.968
-0.28	0.4	0.488262	6.96167e-008	5.07801e-009	13.7093	11.3702	18.0081	15.964
0.48	-0.49	0.68593	1.97922e-008	6.79021e-009	2.9148	4.64609	9.1415	7.9872
0.27	0.82	0.863308	8.45118e-009	9.4238e-009	0.896787	-0.473105	4.28795	3.9936
-0.14	0.06	0.152315	5.18295e-006	3.96033e-009	1308.7	31.1684	48.0769	19.968
-0.25	0.65	0.696419	1.87115e-008	6.78119e-009	2.7593	4.40799	8.87001	7.9872
0.23	0.05	0.235372	1.03571e-006	4.10972e-009	252.012	24.0142	37.0642	19.968
0.1	0.32	0.335261	2.79777e-007	4.39065e-009	63.7206	18.0428	27.9321	19.968
0.36	-0.25	0.438292	1.03802e-007	4.83568e-009	21.4656	13.3174	20.8448	19.968
0.19	-0.8	0.822253	1.01207e-008	9.0644e-009	1.11653	0.47869	5.02217	3.9936
0.11	-0.6	0.61	3.05499e-008	6.05798e-009	5.04289	7.02679	12.0493	11.9808
-0.45	-0.68	0.815414	1.04383e-008	8.08619e-009	1.29088	1.10885	5.55239	5.3248
-0.07	-0.48	0.485077	7.1323e-008	5.09642e-009	13.9946	11.4596	18.1367	15.964
0.46	-0.5	0.679412	2.0504e-008	6.67372e-009	3.07233	4.87468	9.40575	7.9872
-0.86	0.07	0.862844	8.46799e-009	8.80444e-009	0.961782	-0.169233	4.51362	3.9936
0.55	-0.73	0.914002	6.84266e-009	9.8455e-009	0.695001	-1.58014	3.53454	2.6624
-0.23	0.21	0.311448	3.67453e-007	4.3134e-009	85.1881	19.3038	29.8509	19.968
-0.02	0.3	0.300666	4.18619e-007	4.2811e-009	97.7821	19.9026	30.7644	19.968
0.4	-0.18	0.438634	1.03502e-007	4.83676e-009	21.399	13.3039	20.8249	19.968
-0.11	0.11	0.155563	4.79371e-006	3.96486e-009	1209.04	30.8244	47.5467	19.968
-0.72	-0.39	0.818841	1.02776e-008	9.67518e-009	1.06226	0.262314	4.8482	3.9936
-0.25	0.47	0.532353	5.05581e-008	5.34304e-009	9.46235	9.75999	15.726	11.9808
0.16	-0.63	0.65	2.41519e-008	6.41395e-009	3.7655	5.75823	10.4586	7.9872
-0.29	0.32	0.431856	1.09641e-007	4.78905e-009	22.894	13.5972	21.2577	19.968
0.41	0.26	0.485489	7.10992e-008	5.10684e-009	13.9223	11.4371	18.1043	15.964
0.75	0.09	0.755381	1.38521e-008	7.41448e-009	1.86824	2.71433	7.05792	5.3248
-0.41	-0.42	0.586941	3.52314e-008	5.79982e-009	6.07452	7.83512	13.1051	11.9808
0.55	-0.59	0.806598	1.08667e-008	8.47132e-009	1.28276	1.08146	5.52862	5.3248
0.78	-0.25	0.819085	1.02663e-008	9.09201e-009	1.12915	0.527512	5.062	3.9936
-0.19	-0.13	0.230217	1.12414e-006	4.09864e-009	274.268	24.3818	37.6289	19.968
-0.44	0.58	0.728011	1.58789e-008	7.09624e-009	2.23763	3.49789	7.86937	5.3248
0.53	0.08	0.536004	4.92957e-008	5.38302e-009	9.15756	9.6178	15.528	11.9808
-0.35	-0.02	0.350571	2.3717e-007	4.44258e-009	53.3851	17.2742	26.7667	19.968
-0.32	0.27	0.418688	1.22951e-007	4.73369e-009	25.9735	14.1453	22.0697	19.968
-0.04	0.55	0.551453	4.43762e-008	5.57384e-009	7.96145	9.00992	14.6888	11.9808
0.56	-0.29	0.630635	2.70117e-008	6.33266e-009	4.26543	6.29963	11.1268	10.6496
-0.19	0.08	0.206155	1.69126e-006	4.04921e-009	417.673	26.2084	40.4378	19.968
0.28	0.11	0.300832	4.17763e-007	4.28123e-009	97.5793	19.8936	30.7506	19.968
0.03	0.48	0.480937	7.36216e-008	5.07772e-009	14.4988	11.6133	18.3583	15.964
-0.65	-0.41	0.768505	1.29968e-008	8.46543e-009	1.53528	1.86186	6.23138	5.3248
0.78	-0.33	0.846936	9.07159e-009	1.02191e-008	0.887708	-0.517299	4.25581	3.9936
0.37	-0.77	0.854283	8.78624e-009	8.66102e-009	1.01445	0.0623206	4.69109	3.9936
-0.62	0.07	0.623939	2.80998e-008	6.04329e-009	4.64973	6.67427	11.5987	10.6496
0.91	0.15	0.92228	6.61817e-009	1.03281e-008	0.640793	-1.93282	3.31683	2.6624
0.31	0.1	0.32573	3.11284e-007	4.35962e-009	71.401	18.537	28.6833	19.968
-0.41	-0.47	0.623699	2.81399e-008	6.08807e-009	4.62212	6.64841	11.5659	10.6496
0.57	-0.45	0.726223	1.6024e-008	7.54832e-009	2.12284	3.26918	7.62757	5.3248
0.54	-0.45	0.702922	1.80789e-008	7.15761e-009	2.52582	4.02402	8.44052	7.9872
-0.23	-0.62	0.661287	2.26615e-008	6.42626e-009	3.52637	5.47327	10.1138	7.9872
-0.51	-0.65	0.826196	9.94311e-009	8.45168e-009	1.17646	0.705772	5.20921	3.9936
-0.43	-0.59	0.730068	1.57139e-008	7.09457e-009	2.21491	3.45356	7.82219	5.3248
0.42	-0.53	0.67624	2.08621e-008	6.55682e-009	3.18172	5.02662	9.58331	7.9872
-0.52	-0.49	0.714493	1.70192e-008	7.21912e-009	2.3575	3.72451	8.11286	7.9872
-0.18	-0.72	0.742159	1.47874e-008	7.59097e-009	1.94801	2.89592	7.24166	5.3248
0.28	0.69	0.744648	1.46054e-008	7.31468e-009	1.99671	3.00314	7.3514	5.3248
0.4	0.21	0.451774	9.27941e-008	4.90907e-009	18.9024	12.7652	20.0333	19.968
0.32	-0.24	0.4	1.45582e-007	4.64949e-009	31.3112	14.957	23.2791	19.968
-0.34	0.02	0.340588	2.63926e-007	4.40728e-009	59.8836	17.7731	27.5228	19.968
0.54	0.07	0.544518	4.65034e-008	5.43647e-009	8.5539	9.32164	15.1176	11.9808
0.08	-0.29	0.300832	4.17763e-007	4.2804e-009	97.5981	19.8944	30.7519	19.968
0.14	-0.55	0.567539	3.98976e-008	5.65234e-009	7.05856	8.48716	13.9774	11.9808
-0.76	0.1	0.766551	1.31198e-008	7.57716e-009	1.73149	2.3842	6.7307	5.3248
